DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2012,1.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2013,1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2014,0.5,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2015,-0.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2016,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2017,0.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2018,0.0,p
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2019,0.0,p
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FR,2020,0.8,p
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FX,2009,0.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FX,2010,0.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FX,2011,0.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,FX,2012,1.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2010,4.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2011,4.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2014,-188.0,be
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2015,-5.2,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2016,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2017,-0.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2018,-2.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,GE,2019,-2.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2009,0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2010,-1.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2011,-0.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2012,-0.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2013,-1.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2014,-2.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2015,-4.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2016,-5.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2017,-7.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2018,-3.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2019,-0.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HR,2020,-0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2009,1.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2010,1.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2011,1.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2012,1.6,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2013,0.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2014,1.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2015,1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2016,-0.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2017,1.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2018,3.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2019,3.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,HU,2020,0.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2009,-4.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2010,-5.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2011,-5.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2012,-4.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2013,-2.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2014,0.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2015,2.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2016,5.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2017,3.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2018,9.0,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2019,6.5,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IE,2020,3.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2009,-15.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2010,-6.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2011,-4.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2012,-0.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2013,5.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2014,3.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2015,4.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2016,12.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2017,24.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2018,18.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2019,13.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IS,2020,6.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2009,3.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2010,3.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2011,1.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2012,6.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2013,19.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2014,1.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2015,0.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2016,1.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2017,1.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2018,1.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2019,0.7,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,IT,2020,-0.7,p
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2009,3.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2010,4.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2011,4.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2012,6.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2013,5.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2014,3.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2015,4.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2016,2.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2017,5.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2018,4.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2019,7.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LI,2020,7.0,p
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2009,-10.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2010,-25.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2011,-12.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2012,-7.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2013,-5.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2014,-4.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2015,-7.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2016,-10.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2017,-9.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2018,-1.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2019,3.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LT,2020,7.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2009,13.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2010,15.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2011,21.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2012,18.9,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2013,19.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2014,19.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2015,19.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2016,16.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2017,15.8,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2018,16.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2019,16.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LU,2020,10.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2009,-16.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2010,-17.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2011,-9.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2012,-5.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2013,-7.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2014,-4.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2015,-5.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2016,-6.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2017,-4.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2018,-2.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2019,-1.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,LV,2020,-1.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MC,2015,12.7,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MC,2016,-17.1,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MC,2018,0.7,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2009,-0.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2010,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2011,-0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2012,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2013,-0.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2014,-0.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2015,-0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2016,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MD,2017,-0.1,p
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2009,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2010,-1.5,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2011,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2012,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2013,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2014,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2015,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2016,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2017,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2018,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2019,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,ME,2020,-1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2009,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2010,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2011,-0.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2012,-0.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2013,-0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2014,-0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2015,-0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2016,-0.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2017,0.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2018,0.1,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2019,-0.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MK,2020,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2009,5.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2010,0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2011,4.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2012,10.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2013,14.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2014,21.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2015,22.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2016,19.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2017,31.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2018,35.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2019,40.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,MT,2020,2.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2009,2.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2010,2.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2011,1.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2012,0.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2013,1.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2014,2.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2015,3.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2016,4.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2017,4.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2018,5.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2019,6.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NL,2020,3.9,p
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2009,8.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2010,8.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2011,9.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2012,9.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2013,7.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2014,7.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2015,5.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2016,5.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2017,4.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2018,3.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2019,4.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,NO,2020,2.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2009,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2010,0.1,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2011,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2012,-0.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2013,-0.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2014,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2015,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2016,0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2017,0.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2018,0.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2019,0.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PL,2020,0.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2009,1.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2010,0.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2011,-2.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2012,-3.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2013,-3.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2014,-2.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2015,-1.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2016,-0.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2017,0.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2018,1.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2019,4.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,PT,2020,4.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2009,-5.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2010,-2.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2011,-2.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2012,-1.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2013,-0.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2014,-1.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2015,-2.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2016,-3.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2017,-3.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2018,-3.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2019,-1.3,e
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RO,2020,-1.2,ep
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2009,0.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2010,0.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2011,0.3,b
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2012,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2013,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2014,0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2015,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2016,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2017,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2018,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2019,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RS,2020,0.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RU,2009,1.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RU,2010,8.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,RU,2011,2.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2009,6.7,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2010,5.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2011,4.8,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2012,5.4,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2013,6.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2014,7.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2015,8.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2016,11.9,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2017,10.1,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2018,8.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2019,7.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SE,2020,3.5,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SI,2009,5.6,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SI,2010,-0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SI,2011,1.0,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SI,2012,0.3,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SI,2013,0.2,
ESTAT:TPS00019(1.0),05/07/21 23:00:00,A,CNMIGRATRT,SI,2014,-0.2,
