DATAFLOW,LAST UPDATE,freq,c_birth,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2010,253786,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2011,228588,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2012,230109,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2013,232703,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2014,235310,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2015,237616,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2016,241203,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2017,245369,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2018,250226,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2019,265072,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SI,2020,281621,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2009,,b
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2010,64422,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2011,68135,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2012,156883,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2013,158164,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2014,174908,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2015,177624,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2016,181642,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2017,186217,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2018,190308,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2019,194389,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,SK,2020,198429,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,TR,2019,2278490,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2009,6861616,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2010,7119664,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2011,7342547,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2012,7762334,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2013,7923428,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2014,8039324,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2015,8406996,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2016,8696511,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2017,9298018,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2018,9512464,
ESTAT:TPS00178(1.0),18/11/21 23:00:00,A,FOR,TOTAL,NR,T,UK,2019,9469015,
